Activacion,Tokens Id,Context
1.9545991, performed," . 

 The diagnosis and classification of AML can be challenging , and should be performed by a qualified <unk> or hematologist . In straightforward cases , the presence of certain morphologic features"
1.9374125,tailed," lighter end of the GA spectrum : microlights , amateur built , and airships and balloons , have in particular shown strong growth , although the last of these activities was severely curtailed during the foot @"
1.876861, expanded," design of maps , was carried over . Alongside this , improvements were made to the game 's graphics and some elements were expanded , such as map layouts , mission structure , and the number of playable"
1.876861, expanded," design of maps , was carried over . Alongside this , improvements were made to the game 's graphics and some elements were expanded , such as map layouts , mission structure , and the number of playable"
1.8649659, damaged," of Scotts Head , with a population of 450 , was cut off from the rest of the country as roads were extensively damaged . The village also suffered water losses , electricity shortage , and landline tele"
1.8612612, scanned," progresses through a series of linear missions , gradually unlocked as maps that can be freely scanned through and replayed as they are unlocked . The route to each story location on the map varies depending on an individual"
1.8612612, scanned," progresses through a series of linear missions , gradually unlocked as maps that can be freely scanned through and replayed as they are unlocked . The route to each story location on the map varies depending on an individual"
1.8601036, expanded," were taken over for military use , existing military airfields were expanded , and new ones were built . This resulted in a significant inventory of facilities becoming available after the war . Pre @-@ war civil"
1.8546712, expanded," timeslot , before being expanded to a full hour . 

 The series — presented as if it were a real documentary — depicts the everyday lives of office employees in the Scranton , Pennsylvania ,"
1.8412787, performed," Genetic studies may also be performed to look for specific mutations in genes such as FLT3 , <unk> , and KIT , which may influence the outcome of the disease . 

 <unk"
