Activacion,Tokens Id,Context
1.7182777, in," Azerbaijan in September 2012 . The Gambia had fielded an under @-@ 17 team of 24 players , narrowed from an initial pool of 49 young women . Two girls from the SOS Children ’ s"
1.7086554, expand," could expand its nature to take on new characteristics . As a result , gods ' roles are difficult to categorize or define . But despite their flexibility , the gods had limited abilities and spheres of influence ."
1.6920917, throughout," ; 1800 people died in the city . These occurred in waterfront and river cities throughout the 19th century , as did cholera epidemics . 

 The city 's progress continued through the Reconstruction"
1.6920415, in," Jurchen invasion of northern China in 1127 . Lining the spirit ways of the tomb complex are hundreds of Song sculptures and statues of tigers , rams , lions , horses with grooms , horn"
1.6741291, throughout," of Polish culture . These Departments oversaw efforts to save from looting and destruction works of art in state and private collections ( most notably , the giant paintings by Jan Matejko that were concealed throughout the"
1.6608081, throughout," the "" Golden Fifth "" pulled out of the town which was then occupied by Zapata 's soldiers . 

 The successful capture of Cuautla made Zapata a hero to ordinary people throughout Mexico"
1.6383531, in," Corps during the United States occupation of the island , and graduated from the <unk> Military Academy in 1921 . After the U.S. departed in 1924 , he became head of the Dominican National Police"
1.6219714, throughout," its foundation , Port Sarnia expanded throughout the 19th Century ; on 19 June 1856 , the residents passed the Act to <unk> the Town of Sarnia and the name Port S"
1.617718, leave," in the NHA to leave their teams and form a new league that would offer higher wages . These actions resulted in his suspension in November 1914 by Emmett Quinn , president of the NHA ."
1.6111162, throughout," , Kwame Brown . 

 With the recognition that 2002 – 03 would be Jordan 's final season , tributes were paid to him throughout the NBA . In his final game at his old home"
