Activacion,Tokens Id,Context
2.4520786, resembled," and Phil Currie , in their description of <unk> , noted that the bone closely resembled that of their new genus . This specimen is sometimes referred to as "" Allosaurus robustus "" , an"
2.3394368, resembled, with the girls being each other 's date and solemnly dancing whilst everyone else has a good time . Metro writer Rebecca Lewis noted that the man in the video strongly resembled Perrie 's former fian
2.202765, afford,"unk> did not afford <unk> as had the phosphorus and arsenic <unk> . "" 

 The subsequent development of ( <unk> ) methanide , ( CH3 ) <unk"
2.1937249, resembled," gone extinct elsewhere . This identification was challenged by Samuel Welles , who thought it more resembled that of an ornithomimid , but the original authors defended their identification . With fifteen years of new"
2.1846087, considers," the sound was mixed , and Townsend considers it his worst album to date . 

 Feeling he had "" ostracized a bunch of fans "" with Physicist , Townsend felt he had the chance to"
2.1822236, afford," low and variable income meant that she could not afford to pursue her aspiration to become a teacher , and became a domestic worker at the age of 15 . Her father was a founder member of the Independent Labour"
2.1604843, afford,och dispatched a letter to his financial agents instructing them to settle damages with the brig 's owners because he could not afford to take the time to deal with the affair lest he and Fingal
2.1095834, ensuring," Forest Park and the Tongariro National Park . Herd objectives included ensuring that the public was safe from roaming horses , while still allowing and improving public access to the herd and ensuring humane treatment of the"
2.0991638, on, troops already ashore . She was hit seventeen times by Axis artillery and mortar fire in retaliation . On 1 and 3 January she ferried supplies and reinforcements for the Soviet bridgehead on the Kerch Peninsula .
2.0931497, on," a canoe or other oar @-@ powered vessel had sailed into Lake Huron , and La Salle 's voyage was thus germinal in the development of commercial shipping on the Great Lakes"
