Activacion,Tokens Id,Context
2.0873165, are, the west @-@ facing windows on the second floor has two rowlock arches above it ; the other second @-@ floor windows are rectangular . There are two circular window openings in the attic
2.0417762, buck, on impact and holed the armor . The main deck was buckled and approximately 400 t ( 390 long tons ; 440 short tons ) of water entered the ship . The other two shells failed to explode
1.9860559, are," sailors each year . 

 Sarnia 's fresh @-@ cut fries are another popular tourist attraction , and thousands of visitors annually visit the chip trucks parked under the Blue Water Bridge . Niagara"
1.9795746, buck,"ket bullet moulds ; 10 @,@ 000 buck & ball shot cartridges ; repaired : 750 muskets , shotguns , and rifles ; received and repaired : ordnance stores and <unk> ;"
1.9709351, are,"

 L.A.M.B. products are relatively expensive , with apparel priced $ 55 to $ 1100 , handbags priced $ 80 to $ 825 , and watches priced $ 125 to $"
1.967491, are," . In addition , the <unk> by @-@ products of sulfoxonium reagents are greatly preferred to the significantly more toxic , volatile , and odorous <unk> by @-"
1.9662504, buck,"@ 000 buck & ball cartridges - flint 

 275 paper fuzes 

 117 rounds , 6 @-@ pounder canister shot 

 130 rounds , 6 @-@ pound"
1.9100528, were,age . The 2 @-@ pounder mounts were replaced during the war by 20 @-@ millimetre ( 0 @.@ 8 in ) Oerlikon autocannon . Four
1.8939757, is," for such items as light aircraft engine covers . The resin will burn while a flame is held to it but will extinguish itself as soon as the flame is removed . 


 = = = All"
1.8909291, bottom, chamber . It is also possible that a largely rectangular slab at the bottom of the slope had once been part of the eastern end of the chamber . Excavation has revealed that flint masonry was
