Activacion,Tokens Id,Context
2.1107097, judged," rights record . "" 

 Israeli historian Omer Bartov , writing for The New York Times Book Review , judged The Holocaust Industry to be marred by the same errors he denounces in those who"
2.0784793, determined," Western Church . At the Second Council of Nicaea in 787 , the ecumenical council determined that the veneration of icons and statues was not in violation of the commandment and stated "" whoever"
2.0258777, means," and prayers , and all three were accepted means of obtaining divine help . 

 Prayer and private offerings are generally called "" personal piety "" : acts that reflect a close relationship between an individual and a god"
2.0246086, demonstrated," . 

 Webb demonstrated his aggressiveness when he attempted to sortie on the first spring tide ( 30 May ) after taking command , but Atlanta 's forward engine broke down after he had passed the"
2.0182455, secured," began . Under orders from Governor Joseph E. Brown , state militia secured the mint , and at some point , small quantities of dollars and half eagles were produced . Records of how many coins were struck"
2.015554, claiming," the special election . John S. Trinsey Jr . , a member of the Pennsylvanian electorate and potential candidate , challenged the constitutionality of this law , claiming that it violated his rights under the"
1.9983932, concluded," the commission concluded that the fortifications in southeastern Finland needed to be improved and expanded , and that Sweden needed to build a strong coastal navy . Augustin Ehrensvärd ( 1710 – 72"
1.9949116, demonstrated," Palestine , described the Finkelstein tenure case as "" one of the most significant academic freedom cases in the last fifty years "" , claiming the case demonstrated "" the substantial pressure outside parties can place on a"
1.9934223, employed," ) or its cinematic adaptations in 1926 , 1928 , and 1939 . 

 Whereas Hergé 's use of Chinese in The Blue Lotus was correct , the Arabic script employed in The Crab with the"
1.9919108, demonstrated," Norway demonstrated that fruit bodies were more likely to be found in areas that were heavily burned , compared to locations with light to moderate burning where the trees remained viable , or in clearcut areas . Fru"
