Activacion,Tokens Id,Context
1.9189892, seed, the fungus has a biotrophic interaction with lodgepole pine ( Pinus contorta ) . The hyphae of G. carbonaria were able to infect the cortex of the tree seedling
1.8511071, seed," plant material including grass seed and cereal grain . Natural threats include introduced and feral mammals , large birds , various parasites and diseases . 

 Although numbers have declined steeply in western Europe , this bird is"
1.8341002, seed," tribes , the <unk> and the <unk> of Madhya Pradesh , have been reported to use the fruit bodies medicinally . The spore mass is blended with mustard seed oil , and used"
1.8218443, seed," , but did not penetrate the <unk> . These traits suggest that the fungus is a moderate pathogen , with limited ability to cause reductions in seed germination . Additionally , the fungus produces the enzyme"
1.7705982, seed," frogs and mammals , and plant material including grass seed and cereal grain . Its diet on the wintering grounds is generally similar , but includes locally available items such as termites , cockroaches and d"
1.7346268,ifts," rest drifts over the St. Clair River from the neighbouring United States in the form of what is known as "" <unk> Air Pollution . "" 

 Sarnia is the location of"
1.7202513, egg," stalk may be straight , or slightly curved . A gelatinous greenish @-@ brown gleba covers the upper third of the stalk in newly emerged specimens . The remains of the "" egg "" forms"
1.7031562, ground, the spring and throughout the growing season . It is one of the most common pioneer species found on burned ground . The charred litter on the forest floor increases the underlying soil pH as well as the availability of
1.6707883, ground," successful breeding is uncommon , and nests in the field margins or nearby fallow ground are more likely to succeed . 

 When wintering in Africa , the corn crake occupies dry grassland and sav"
1.6517048, nest," , returning to the hay and silage meadows for the second brood . In China , flax is also used for nest sites . Although males often sing in intensively managed grass or cereal crops ,"
