Activacion,Tokens Id,Context
1.8612832, looks," commandment deals with the former and the tenth the latter . 

 Jesus emphasized the need for pure thoughts as well as actions , and stated , "" Everyone who looks at a woman lustfully has already"
1.8265771, sponsors," that sponsors autism research . In April 2008 , she participated in Night of Too Many Stars , a comedy benefit show for autism education . 

 Fey is also a supporter of Mercy Corps , a global relief"
1.7967666, professionals," Beyoncé disappears for long periods it feels like an expensive night with Legs and Co . "" He concluded his review by saying , 

 "" Clearly , the armies of industry professionals that put Beyoncé together"
1.792148, plays," claiming that "" Clarkson plays it safe and spends too much time showing off her upper register , but Wrapped in Red is a warm and romantic addition to the Christmas pop Zeitgeist , "" adding "" Wra"
1.7690145, islands," . Scientists increasingly recognize that barrier islands are inherently unstable and cannot be permanently fixed . 


 = = = Historic districts = = = 


 Galveston is home to six historic districts with"
1.7429936, organizations," concludes that "" the argument , among human rights organizations at any rate is that ... in effect , there ’ s no difference between indiscriminately killing civilians and targeting civilians . "" 

 Finkelstein"
1.7263664, hurts," wasn 't really in the mood for singing about why it hurts so bad , "" said Houston . Two years later , according to Chris Willman of Entertainment Weekly , the emotions of the movie merged with"
1.7154213,agers, who harried Raymond 's foragers . The following day Raymond marched on the castle and found it deserted . The crusaders briefly occupied the castle in February of the same year but abandoned it when they
1.7108473, shows," by doing club shows , and that 's the energy I love , the raw club energy of just feeling like you 're rocking out . "" Though Furtado said choreographed dance routines were to"
1.7089216, CPUs," tasks like this outside of gaming , instead of CPUs , is called GPGPU , general @-@ purpose computing on graphics processing units . 

 Overheating caused by the lack of space between"
