Activacion,Tokens Id,Context
1.8533517, states," of conscience used by Catholics before receiving the sacrament of Penance . 

 The Commandments appear in the earliest Church writings ; the Catechism states that they have "" occupied a predominant place "" in"
1.7468326, resolutions," implement the Council 's resolutions included special emphasis on teaching the Commandments in their respective dioceses . Centuries later , the lack of instruction in them by some dioceses formed the"
1.7418523, stating," 2010 the Inner London Crown Court overturned the men 's convictions , with the judge stating that the protesters ' human rights may have been violated by the FIT officers . 

 On 15 November 2010 ,"
1.7360477, stamps," postage stamps were designed and issued . Since the Germans also banned Polish sport activities , underground sport clubs were created ; underground football matches and even tournaments were organized in Warsaw , Kraków and Poz"
1.7194463, means," and prayers , and all three were accepted means of obtaining divine help . 

 Prayer and private offerings are generally called "" personal piety "" : acts that reflect a close relationship between an individual and a god"
1.7140181, stating," the university 's president stating : "" It is entirely illegitimate for a university to deny tenure to a professor out of fear that his published research ... might hurt a college 's reputation "" and that the"
1.7044973, held,"

 The Central State Normal School , established to train teachers for central Pennsylvania , held its first classes in 1877 at a site overlooking the West Branch Susquehanna River . The small school , with"
1.6978184, affirmed," execution , the Catechism declares , "" the cases in which execution of the offender is an absolute necessity ' are very rare , if practically nonexistent . ' "" Pope John Paul II discussed and affirmed this"
1.697657, judgment,"atory judgment to state that the statute was unconstitutional , and also requested that Wofford be removed from his seat . Counsel for the Commonwealth of Pennsylvania , joined by the office of the Governor , argued that"
1.6953093, Studies," Journal of Palestine Studies 20 ( 1991 ) 2 / 78 @.@ pp. 43 – 56 

 "" Reflections on Palestinian attitudes during the Gulf war "" , Journal of Palestine Studies , 21 ("
