Activacion,Tokens Id,Context
1.462652, in," the Arsenal should be under the control of the State authorities , in order to their security . This movement , although not authorized by me , has assumed such an aspect that it becomes my duty , as the"
1.4496505, in," as a medley , in her My Love Is Your Love World Tour ( 1999 ) , along with a few other songs . 


 = = Background = = 


 Houston starred in the"
1.4436945, in," 're on a break ' "" . Phoebe 's line , in which she refers to the couple as each other 's lobsters , has become one of the show 's most popular"
1.4381721, in," secondary source ... "" ) occurs on page 727 , which is no less than 590 pages later than the material before the ellipsis , in a section titled "" Citations Taken from Secondary Sources"
1.4369568, in,"unk> the Soul "" has been heavily criticized by King who said that he hates the track : "" That 's one of the black marks in our history , in my book . I just fucking think"
1.4335805, in," gold dollar were wanted by the public , and , in the case of the gold dollar could help money circulate in small communities where banknotes were not accepted . Connecticut Representative John A. Rockwell , a"
1.4247714, in," Dershowitz answered the charge in a letter to the University of California 's Press Director Lynne Withey , arguing that Finkelstein had made up the smoking gun quotation , in that he"
1.4225359, machine, mounts for the naval version of the 37 mm AA gun was also fitted . By 1944 she was also carrying one quadruple Vickers .50 machine gun MK III mount on top of each of her superf
1.4162477, 6,"-@ caliber , 6 @.@ 4 @-@ inch gun were 9 @,@ 110 pounds ( 4 @,@ 130 kg ) with 80 @-@ pound bolts and 64 @-"
1.4043432, 4, 9 @-@ pounder guns for close @-@ range defense against torpedo boats . She was protected with a complete iron armored belt that was 4 inches ( 100 mm ) thick on either end and
