Activacion,Tokens Id,Context
2.0334442, forgive," knew sand had birthing properties ? ! Well , maybe not ... but you could forgive pregnant teen Nicole for thinking that after a casual stroll along the Bay 's beach ends with Angelo delivering her newborn son"
2.014774, perform," Not Quite Hollywood , which premiered at the 2008 Melbourne International Film Festival , did not perform well at the box office upon its Australia @-@ wide release , but garnered universally positive reviews from critics and a"
2.006823, perform," September 2006 but it did not perform as well as "" Maneater "" . It peaked inside the top five in the UK and the top ten in other countries , including Germany , and it reached the top"
1.9819309, exaggerated," basic facts , but I have changed and deformed many things in order to make the story more persuasive — and I have not exaggerated . "" 

 The Feast of the Goat received largely positive reviews ,"
1.981788, canceled," @-@ lived television series Family Album was canceled , television writers David Crane and Marta Kauffman pitched Friends to then @-@ NBC president Warren Littlefield as a sitcom about "" that special"
1.9765065, universe," is a girl who knows exactly who she is and where she stands : at the centre of the universe . "" Soap opera reporting website Holy Soap described Nicole as "" a label @-@ loving"
1.9700882, lose," The broad public wants to know , where do you stand ? And if you claim not to have a stand , you lose them . The BDS movement , it always says , and I ’ m using"
1.9679596, version," Fenella Fielding , Pamela Brown and Irene <unk> . 

 BBC television transmissions of the play have included a 1974 Play of the Month version starring Coral Browne as Lady Bracknell with"
1.9675515, write," ' Let 's just try to write something for the record . "" RCA Records chief executive Peter Edge remarked that its release as a single was partly inspired by the success of "" All I Want for"
1.9539621, hurts," wasn 't really in the mood for singing about why it hurts so bad , "" said Houston . Two years later , according to Chris Willman of Entertainment Weekly , the emotions of the movie merged with"
