Activacion,Tokens Id,Context
1.8375258, tribes," tribes , the <unk> and the <unk> of Madhya Pradesh , have been reported to use the fruit bodies medicinally . The spore mass is blended with mustard seed oil , and used"
1.814843, settlements," during the American Revolution ( 1775 – 83 ) , Indians attacked colonists and their settlements along the West Branch . Fort Reed and the other white settlements in the area were temporarily abandoned in 1778 during a"
1.8060946, offices," Ground , Valley Bottom , Welches and Mount Fortune areas were placed under evacuation orders . Shelters were opened throughout the island for those in need of shelter . Schools and government offices were also closed and visitors"
1.7828174, temples," means of interaction . The more public parts of temples often incorporated small places for prayer , from doorways to freestanding chapels near the back of the temple building . Communities also built and managed small"
1.7769157, castles," castles of Belmont , Belvoir , and Bethgibelin fell to Muslim armies . Following these losses , the Order focused its attention on its castles in Tripoli . In May 1188 Saladin"
1.7769157, castles," castles in Syria , including Krak des Chevaliers . In some instances his drawings were inaccurate , however for Krak des <unk> they record features which have since been lost . 

 Paul"
1.7624793, kings," kings in a human light . For these reasons , scholars disagree about how genuinely most Egyptians believed the king to be a god . He may only have been considered divine when he was performing ceremonies . 

"
1.7622226, lines," limbs , and power lines were downed , causing damage to property and vehicles . The high winds caused widespread power outages , affecting up to 130 @,@ 000 electric customers . As a result , electric"
1.7599295, villages," villages on the 325 @-@ acre ( 1 @.@ 32 km2 ) Great Island in the West Branch Susquehanna River at the mouth of Bald Eagle Creek . Four Indian trails ,"
1.7582018, cities," ; 1800 people died in the city . These occurred in waterfront and river cities throughout the 19th century , as did cholera epidemics . 

 The city 's progress continued through the Reconstruction"
