Activacion,Tokens Id,Context
1.7679542, Mr," of Shaan ( 1980 ) , <unk> ( Amrish Puri ) of Mr. India ( 1987 ) and <unk> ( Amrish Puri ) of <unk> ( 1989 )"
1.6719453, Mr," Chasuble ) . Parker 's adaptation includes the <unk> solicitor Mr. <unk> who pursues Jack to Hertfordshire ( present in Wilde 's original draft , but cut at"
1.6531162, Mr," With the aid of two other interested amateur archaeologists , Mr Boyd and Miss Harker , both from Malling , excavation resumed in early September . In 2009 , the archaeologists Martin Smith and Megan Brickley"
1.6385118, Mr, who rescues her family from poverty through the agency of the fairies . The story features an old Scrooge @-@ like man called Mr. <unk> and tonally suggests a Dickens
1.635105, St," , the human pathogenic <unk> Bacillus <unk> , Bacillus subtilis , Staphylococcus aureus , Escherichia coli , Salmonella typhim"
1.5960274, St," under the charge of the Vatican librarian , involved Mgr . Filippo Luigi Gilii , a clergyman of St. Peter 's Basilica . Earlier in 1797 , Pius"
1.5795571, Mr," from a local farmer , Mr Brook . The field , part of Key Farm , was leased for £ 10 . There is record of a match being played on the ground the following year between two sets of"
1.5694464, St," sentence spacing . The most important style guide in Italy , Il Nuovo <unk> di Stile ( 2009 ) , does not address sentence spacing , but the Guida di Stile Italiano ("
1.5669223, St," flooding reported in some parts of Aruba . In the SSS Islands ( Saba , St. Eustatius , and Sint Maarten ) strong winds from Omar , gusting up to"
1.5646113, to," fingerpicking , power chords and <unk> to sweep @-@ picked arpeggios and tapping techniques . He is also known for his heavy use of reverb and delay effects . He has"
