Activacion,Tokens Id,Context
1.7641301, Though," , and from 1942 to 1952 , but remained in effective power throughout the entire period . Though his regime was broadly nationalist , Daniel <unk> comments that he had "" no particular ideology "" and that his"
1.7476256, Although," lowly scholarly achievement due to the craft 's status , so Mu Jing was not even recorded in the official court bibliography . Although the book itself was lost to history , the scientist and statesman Shen"
1.6815807, Though,away and the Pre @-@ Raphaelites were the principal influences on her work . She claimed to paint instinctively and rejected artistic theories . Barker died in 1973 . Though she published Flower Fairy books with spring
1.6796964, Though," for about twelve years . Though the film makes no reference to the movement , it has "" long been widely assumed to be based on Scientology . "" The Master was released on September 14 , 2012 by The"
1.667551, Although," 1125 ) and not seventeen . Although The Story of Yue Fei states Zhou died shortly before Yue took a wife , he historically died after Yue married . It is likely that the original author invented this fictional"
1.65799, Although," Pavelić and the Third Reich 's ambassador to Croatia , Edmund Glaise @-@ Horstenau . Although Grivičić did not have a significant political role in the Independent"
1.6568553, if," Palenque during his reign , however the name of the prisoner is lost and it is unclear if it is the actual king of Palenque or merely one of his vassals . He was"
1.6451582, Though," ' army attacked through the breach . In the outer ward they encountered the peasants who had sought refuge in the castle . Though the outer ward had fallen , with a handful of the garrison killed in the process"
1.6434684, were,"ism were found on the bones . 

 This cut @-@ marked human bone assemblage represented the largest yet identified from within a Neolithic long barrow in Southern Britain , although similar evidence"
1.6291747, Although," entered the Second Balkan War against Bulgaria , allowing Romania to annex Southern Dobruja ( also known as the <unk> ) . Although some 330 @,@ 000 troops were mobilised , the"
